COURSE,TOPICS,SUBTOPIC,SCREENCAST TITLE,DESCRIPTION,DURATION,YouTube VIDEO ID,YouTube PLAYLIST ID (optional),URL
Material Science,Mechanical Properties,,Moment of Inertia for a Rectangular Beam,Derives the moment of inertia for a beam with a rectangular cross section.,,K2fKTKdaVGw,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=K2fKTKdaVGw&list=PLC9CE6BFBB0D003CD
Material Science,Mechanical Properties,,Stress-Strain Diagrams,Introduction to engineering stress-strain diagrams for metals.,,t9eB0PKYAt8,,https://www.youtube.com/watch?v=t9eB0PKYAt8
Material Science,Electrical Properties,,Electrical Conductivity,Compares the electrical conductivities of two metal alloys given voltage drop data in a test circuit.,,pW5Uw3YDz5w,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=pW5Uw3YDz5w&list=PLC9CE6BFBB0D003CD
Material Science,Electrical Properties,,Electron Energy Bands in Solids,"Describes the electron energy band structures in metals, insulators, and semiconductors.",,9dclelcswMI,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=9dclelcswMI&list=PLC9CE6BFBB0D003CD
Material Science,Polymers,,Addition Polymerization,"Describes the reaction steps in addition polymerization, using free radical polymerization as an example.",,o3Hq4gXuKB0,,https://www.youtube.com/watch?v=o3Hq4gXuKB0
Material Science,Polymers,,Polymer Molecular Weight,Calculates the number average and the weight average molecular weight from a polymer molecular weight distribution.,,CMyIb58vd4Q,,https://www.youtube.com/watch?v=CMyIb58vd4Q
Material Science,Polymers,,Polymerization Reactor: Molecular Weight Distribution,"Discusses how molecular weight distribution (MWD) in a polymerization reactor depends on the type of reactor used because the MWD depends on the residence time distribution, the concentration at which reaction takes place, and the chain growth rate",,nEQY5TxQ2-c,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=nEQY5TxQ2-c&list=PLC9CE6BFBB0D003CD
Material Science,Polymers,,Step-Growth Polymerization,An introduction to step growth polymerization.,,4sDk402giN4,,https://www.youtube.com/watch?v=4sDk402giN4
Material Science,Phase Diagrams,,Cooling Curves for a Liquid-Solid System,Uses the information in a phase diagram to draw the temperature dependence on time as a binary liquid alloy is slowly cooled.,,-uWTulhqf10,,https://www.youtube.com/watch?v=-uWTulhqf10
Material Science,Phase Diagrams,,Gibbs Phase Rule for Material Science,Explains the Gibbs phase rule and applies to a binary system in which the two components are only partially miscible in the liquid phase.,,L0-3WEokrWA,,https://www.youtube.com/watch?v=L0-3WEokrWA
Material Science,Phase Diagrams,,Lever Rule for Solid-Liquid Phase Diagram,Applies the lever rule to a solid-liquid mixture to determine the fraction of each phase in equilibrium and explains the basis for the lever rule.,,6VKzXAff5wM,,https://www.youtube.com/watch?v=6VKzXAff5wM
Material Science,Phase Diagrams,,Non-Equilibrium Microstructures,Describes the non-equilibrium solid microstructures that form when a binary liquid alloy cools.,,p-fC5oXNOFA,,https://www.youtube.com/watch?v=p-fC5oXNOFA
Material Science,Phase Diagrams,,Phase Diagram with Peritectic Reaction,Describes the phases that form when a binary liquid is cooled and the mixture undergoes a peritectic reaction.,,w_XhpYF-3b0,,https://www.youtube.com/watch?v=w_XhpYF-3b0
Material Science,Phase Diagrams,,Pressure-Temperature Diagram,Describes the regions of a pressure-temperature projection and the behavior across phase boundaries.,,6MftCqFHN3I,,https://www.youtube.com/watch?v=6MftCqFHN3I
Material Science,Phase Diagrams,,Solid-Liquid Phase Diagram (Simulation),Describes the phases present on a temperature versus mole fraction diagram for the titanium-uranium system using an interactive Mathematica simulation. This simulation is available at:,,byGuWQrnXNo,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=byGuWQrnXNo&list=PLC9CE6BFBB0D003CD
Material Science,Phase Diagrams,,Solid-Liquid Phase Diagram for Miscible Metals,"Describes the regions of the T-x phase diagram for two miscible metals, describes the behavior as a liquid is cooled to form a solid, and discusses why the two metals are miscible.",,Az0UOidpLuQ,,https://www.youtube.com/watch?v=Az0UOidpLuQ
Material Science,Phase Diagrams,,Solid-Liquid Phase Diagrams,"Describes the regions of a liquid-solid, T-x phase diagram for a system composed of Mg and Si.",,nfeOcsblCyM,,https://www.youtube.com/watch?v=nfeOcsblCyM
Material Science,Phase Diagrams,,Solid-Solid-Liquid Phase Diagram (Simulation),Describes an interactive simulation that shows the phase diagram (temperature versus mole fraction) for two solids that form a solid compound. Heat can be added to show how phases change with temperature and liquid forms. The simulation is located at: https://demonstrations.wolfram.com/SolidSolidLiquidEquilibrium/,,xpT5P7IZY54,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=xpT5P7IZY54&list=PLC9CE6BFBB0D003CD
Material Science,Phase Diagrams,,Ternary Phase Diagram with Phase Envelope (Simulation),Describes two interactive simulations that show ternary phase diagrams where two types of phase separation occur to form two solutions in equilibrium. These simulations are located at:https://demonstrations.wolfram.com/TernaryPhaseDiagramWithPhaseEnvelope/ https://demonstrations.wolfram.com/TernaryPhaseDiagramWithAlternatePhaseEnvelope/,,ats1jgsGczE,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=ats1jgsGczE&list=PLC9CE6BFBB0D003CD
Material Science,Phase Diagrams,,Txy Phase Diagrams for VLLE (Simulation),Uses an interactive simulation to demonstrate equilibrium phases for a binary system on a T-x-y diagram where the two components are only partially miscible in the liquid phase. The interactive simulation is available on the Wolfram Demonstration Project website: https://demonstrations.wolfram.com/VaporLiquidLiquidEquilibriumVLLE/,,REDjSS5AP1U,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=REDjSS5AP1U&list=PLC9CE6BFBB0D003CD
Material Science,Phase Diagrams,,What is a Eutectic?,Describes what a eutectic is and shows eutectic formation of a temperature-composition diagram for solid-liquid equilibrium.,,StHXu5oUfAA,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=StHXu5oUfAA&list=PLC9CE6BFBB0D003CD
Material Science,Phase Diagrams,,What is a Eutectic? (Simulation),Describes how to use an interactive simulation that plots temperature versus composition for a binary mixture and demonstrates eutectic melting. The simulation is located at:https://demonstrations.wolfram.com/SolidSolidLiquidEquilibrium/,,wjtrHfBLNLA,PLC9CE6BFBB0D003CD,https://www.youtube.com/watch?v=wjtrHfBLNLA&list=PLC9CE6BFBB0D003CD
Material Science,Deformation and Strengthening,,Dislocations and Plastic Deformation,Explains the concepts of dislocations in metal crystal structures and plastic deformation.,,cpvTwYAUeA8,,https://www.youtube.com/watch?v=cpvTwYAUeA8
Material Science,Deformation and Strengthening,,Recrystallization,Describes recrystallization and grain growth when a material is plastically deformed.,,xmuiMdSaGHk,,https://www.youtube.com/watch?v=xmuiMdSaGHk
Physical Chemistry,Physical Chemistry,,Degeneracy,"Discusses degeneracy which is usually related to the presence of symmetry in a system. Example uses a particle in a 2-D ""square"" box.",,nSxngN_UCC0,PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4,https://www.youtube.com/watch?v=nSxngN_UCC0&list=PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4
Physical Chemistry,Physical Chemistry,,Eigenvalues and Eigenfunctions,Determine whether or not the given functions are eigenfunctions of the operator d/dx.,,-e-ocwZLB9Y,PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4,https://www.youtube.com/watch?v=-e-ocwZLB9Y&list=PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4
Physical Chemistry,Physical Chemistry,,Harmonic Oscillator,Determine allowed energies and wave function for a particle undergoing harmonic motion.,,sXjp3OsSZ84,PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4,https://www.youtube.com/watch?v=sXjp3OsSZ84&list=PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4
Physical Chemistry,Physical Chemistry,,Normalizing a Wavefunction,"Determine the normalization factor ""A"" for the wave function psi(x) = A*sin(n*pi*x/L).",,X5kdO-Q4VXg,PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4,https://www.youtube.com/watch?v=X5kdO-Q4VXg&list=PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4
Physical Chemistry,Physical Chemistry,,Particle in a Box,Determine the allowed energies and solve for the wave function for a particle in a 1-D box.,,rsksuELLNmk,PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4,https://www.youtube.com/watch?v=rsksuELLNmk&list=PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4
Physical Chemistry,Physical Chemistry,,Separation of Variables,Determine the wave function ad allowed energy levels for a particle in a 2-D box.,,AYRuPNK6WNM,PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4,https://www.youtube.com/watch?v=AYRuPNK6WNM&list=PL4xAk5aclnUgmmVCVhlFKOs_dUR1z3CZ4
Process Controls,Simulink,,Introduction to Simulink,Introduces Simulink in Matlab and models a first-order transfer function.,,SeHsm61KCwc,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=SeHsm61KCwc&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Simulink,,Simulink: FOPDT Approximations,Models high order transfer functions using first-order plus dead time approximations (Taylor and Skogestad methods) in Simulink.,,4A81H5oUNeg,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=4A81H5oUNeg&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Simulink,,Simulink: Process Modeling Part 1,Models flow through two pressurized tanks in series using Simulink. Part 1 of 2.,,J1mE23MVaVY,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=J1mE23MVaVY&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Simulink,,Simulink: Process Modeling Part 2,Models a reactor with recycle using Simulink. Part 2 of 2.,,FDcT4lunxPc,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=FDcT4lunxPc&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Simulink,,Simulink: Second-Order Transfer Functions,Models second-order transfer models in Simulink.,,8Ta7khDsqlA,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=8Ta7khDsqlA&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Analysis Using Damping Coefficients,Analyzes the stability and oscillatory nature of a second-order differential equation.,,YZgET37qDes,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=YZgET37qDes&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Deviation Variables,Writes the mass balances for the blending process in terms of deviation variables.,,ZEbdQcapZPU,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=ZEbdQcapZPU&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Dynamic Modeling,Builds a dynamic model of the blending process using mass balances.,,LUFdO1O9RUs,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=LUFdO1O9RUs&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Final Value Theorem,"The long-term behavior of the blending process is calculated directly from the transfer function, using the final value theorem.",,1U0tNq3Ft1k,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=1U0tNq3Ft1k&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Introduction to Laplace Transform,"Presents the concept of the Laplace transform, and demonstrates the method on the blending process. The time-varying volume in the tank is calculated, for the case when a step change is applied to the inlet flow.",,8Asj6boh_sw,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=8Asj6boh_sw&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Introduction to Linearization,"Presents the concept of linearization using a first-order Taylor series approximation, and demonstrates this concept on the blending process. The example used here is the volume in the tank, which is described by a linear differential equation.",,uE6GBgvtOwI,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=uE6GBgvtOwI&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Laplace Transform and State Space,Calculate long-term behavior of the system using Laplace transforms.,,snlLt8dITsU,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=snlLt8dITsU&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Laplace Transform Example,"Demonstrates the Laplace transform method to the blending process. The time-varying mass fraction in the tank is calculated, for the case when a step change is applied to the inlet flow.",,6Zgpd3AkDU0,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=6Zgpd3AkDU0&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Linearization Example,"Demonstrates linearization using the blending process. A nonlinear differential equation is considered here, which describes the mass fraction in the tank.",,pQa3aGfd0e8,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=pQa3aGfd0e8&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: State Space,The linear approximate model of the blending process is rewritten in state space form. The dynamic states are the deviations in volume and in mass fraction. The inputs are the flow rates of the inlet and outlet streams.,,fQgPk0n5gQU,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=fQgPk0n5gQU&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Blending Process: Steady-State,"Calculates the steady states for the blending process, beginning with a dynamic model.",,TIvKdR1i4Eo,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=TIvKdR1i4Eo&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Integrating Process: Model and Math,Describes an integrating process and uses an example of a cylindrical storage tank to develop a transfer function.,,sGPYzpOrhpQ,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=sGPYzpOrhpQ&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
Process Controls,Mathematical Modeling/Laplace Transforms,,Laplace Transforms: Differential Equations 1,Demonstrates how to solve differential equations using Laplace transforms when the initial conditions are all zero.,,1NqjzQ8TkGY,PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ,https://www.youtube.com/watch?v=1NqjzQ8TkGY&list=PL4xAk5aclnUhfXrHhv_ZQfbQ6w6ahwfFQ
